k,regression_tree_WritesAvg_minimal_univariate_nmae,regression_tree_WritesAvg_minimal_univariate_training_time,random_forest_WritesAvg_minimal_univariate_nmae,random_forest_WritesAvg_minimal_univariate_training_time,
3,0.07579257346233345,0.000713348388671875, 0.09555496981291436,0.000713348388671875,
4,0.07828709260626719,0.0009257793426513672, 0.10065294364644173,0.0009257793426513672,
1,0.0712818435762022,0.0008018016815185547, 0.0981879070025912,0.0008018016815185547,
6,0.12334379502860038,0.0009388923645019531, 0.11395685032876599,0.0009388923645019531,
1,0.0712818435762022,0.0008792877197265625, 0.09818790700259125,0.0008792877197265625,
3,0.07046758501539942,0.0008325576782226562, 0.09555496981291436,0.0008325576782226562,
1,0.0712818435762022,0.0008008480072021484, 0.09818790700259125,0.0008008480072021484,
2,0.07249947173239404,0.0007834434509277344, 0.09629534247641285,0.0007834434509277344,
5,0.08028010800364294,0.0008981227874755859, 0.10923192247860815,0.0008981227874755859,
4,0.07828709260626719,0.0008866786956787109, 0.10065294364644171,0.0008866786956787109,
2,0.07249947173239404,0.0009839534759521484, 0.09629534247641286,0.0009839534759521484,
7,0.13056978217532064,0.0008943080902099609, 0.11008275194159005,0.0008943080902099609,
4,0.07828709260626719,0.0009226799011230469, 0.10065294364644166,0.0009226799011230469,
2,0.07249947173239404,0.0009169578552246094, 0.09629534247641282,0.0009169578552246094,
6,0.07224419549240534,0.0009446144104003906, 0.11395685032876601,0.0009446144104003906,
3,0.07579257346233345,0.0008218288421630859, 0.09555496981291432,0.0008218288421630859,
5,0.08218658692226069,0.0011143684387207031, 0.10923192247860815,0.0011143684387207031,
3,0.07046758501539942,0.0008840560913085938, 0.09555496981291432,0.0008840560913085938,
8,0.07097495132163763,0.000904083251953125, 0.11227291502525541,0.000904083251953125,
5,0.08417960231963643,0.000993967056274414, 0.1092319224786081,0.000993967056274414,
3,0.07579257346233345,0.0009069442749023438, 0.09555496981291432,0.0009069442749023438,
4,0.07828709260626719,0.0008482933044433594, 0.10065294364644173,0.0008482933044433594,
7,0.07751884239425923,0.0008273124694824219, 0.11008275194159006,0.0008273124694824219,
6,0.07532611762690725,0.0010051727294921875, 0.11395685032876601,0.0010051727294921875,
4,0.07828709260626719,0.0008511543273925781, 0.10065294364644173,0.0008511543273925781,
9,0.12329154177927668,0.0010380744934082031, 0.11715946897274217,0.0010380744934082031,
6,0.07324070319109321,0.0010013580322265625, 0.11395685032876601,0.0010013580322265625,
4,0.07828709260626719,0.0009615421295166016, 0.10065294364644173,0.0009615421295166016,
8,0.07028546332446388,0.0008339881896972656, 0.11227291502525541,0.0008339881896972656,
7,0.07751884239425923,0.0011134147644042969, 0.11008275194159006,0.0011134147644042969,
5,0.08318309462094857,0.001008749008178711, 0.10923192247860815,0.001008749008178711,
5,0.08218658692226069,0.0009655952453613281, 0.10923192247860815,0.0009655952453613281,
10,0.1222950340805888,0.0011584758758544922, 0.11372177124411009,0.0011584758758544922,
7,0.07751884239425923,0.0009770393371582031, 0.11008275194159005,0.0009770393371582031,
5,0.08560509645057696,0.0009479522705078125, 0.1092319224786081,0.0009479522705078125,
9,0.1222950340805888,0.001012563705444336, 0.11715946897274217,0.001012563705444336,
8,0.12494796978283808,0.0009744167327880859, 0.11227291502525538,0.0009744167327880859,
6,0.07632262532559513,0.0011000633239746094, 0.11395685032876597,0.0011000633239746094,
6,0.07199414457734898,0.0009341239929199219, 0.11395685032876599,0.0009341239929199219,
8,0.06829461452523082,0.0009989738464355469, 0.11227291502525541,0.0009989738464355469,
11,0.07194189132802528,0.0010821819305419922, 0.11243433826952275,0.0010821819305419922,
6,0.07466619732203374,0.0009083747863769531, 0.11395685032876599,0.0009083747863769531,
10,0.069288955625776,0.0010728836059570312, 0.11372177124411001,0.0010728836059570312,
9,0.1222972006787315,0.0008976459503173828, 0.11715946897274215,0.0008976459503173828,
7,0.0785153500929471,0.0007834434509277344, 0.11008275194159,0.0007834434509277344,
7,0.13152142854775992,0.0009307861328125, 0.11008275194159005,0.0009307861328125,
9,0.12395146208415021,0.0010476112365722656, 0.11715946897274211,0.0010476112365722656,
12,0.1222972006787315,0.0011456012725830078, 0.1137481251491653,0.0011456012725830078,
7,0.07557068832313209,0.001180887222290039, 0.11008275194159005,0.001180887222290039,
11,0.12428804947796455,0.0009222030639648438, 0.11243433826952284,0.0009222030639648438,
8,0.12232460177288904,0.0008573532104492188, 0.11227291502525538,0.0008573532104492188,
10,0.1222950340805888,0.0008444786071777344, 0.11372177124411009,0.0008444786071777344,
8,0.12329154177927668,0.0008437633514404297, 0.11227291502525537,0.0008437633514404297,
10,0.1222950340805888,0.0010204315185546875, 0.11372177124411009,0.0010204315185546875,
13,0.1353280140375168,0.0010499954223632812, 0.11704647132107968,0.0010499954223632812,
8,0.07028546332446388,0.0009484291076660156, 0.11227291502525538,0.0009484291076660156,
12,0.1222950340805888,0.0009131431579589844, 0.1137481251491653,0.0009131431579589844,
9,0.12594447748152596,0.0009491443634033203, 0.11715946897274215,0.0009491443634033203,
11,0.06832201561938836,0.000873565673828125, 0.1124343382695228,0.000873565673828125,
9,0.12594447748152596,0.0008907318115234375, 0.11715946897274215,0.0008907318115234375,
11,0.06832201561938836,0.0010366439819335938, 0.1124343382695228,0.0010366439819335938,
14,0.13587680060236526,0.001069784164428711, 0.11767758861535028,0.001069784164428711,
9,0.12428804947796455,0.0009644031524658203, 0.11715946897274207,0.0009644031524658203,
13,0.12970033908535403,0.0011348724365234375, 0.11704647132107963,0.0011348724365234375,
10,0.12232460177288904,0.0009903907775878906, 0.11372177124411005,0.0009903907775878906,
12,0.06832201561938836,0.001089334487915039, 0.11374812514916526,0.001089334487915039,
10,0.069288955625776,0.0009992122650146484, 0.11372177124411005,0.0009992122650146484,
12,0.1222950340805888,0.0010120868682861328, 0.1137481251491653,0.0010120868682861328,
15,0.07975349720801969,0.0009024143218994141, 0.11451215049479499,0.0009024143218994141,
10,0.12132809407420116,0.00098419189453125, 0.11372177124411001,0.00098419189453125,
14,0.1298576086211234,0.001096487045288086, 0.11767758861535024,0.001096487045288086,
11,0.1222950340805888,0.001027822494506836, 0.1124343382695228,0.001027822494506836,
13,0.13604949121903262,0.0008831024169921875, 0.11704647132107965,0.0008831024169921875,
11,0.1222972006787315,0.0009324550628662109, 0.11243433826952279,0.0009324550628662109,
13,0.1419125606870512,0.0010223388671875, 0.11704647132107966,0.0010223388671875,
16,0.1345644793626429,0.0009260177612304688, 0.11649486393041387,0.0009260177612304688,
11,0.06832201561938836,0.0009596347808837891, 0.1124343382695228,0.0009596347808837891,
15,0.1302626350268569,0.0010058879852294922, 0.11451215049479495,0.0010058879852294922,
12,0.12329154177927668,0.0008597373962402344, 0.1137481251491653,0.0008597373962402344,
14,0.12912415142634803,0.0009922981262207031, 0.11767758861535028,0.0009922981262207031,
12,0.07028546332446388,0.001020669937133789, 0.1137481251491653,0.001020669937133789,
14,0.0825956916303804,0.0010955333709716797, 0.11767758861535024,0.0010955333709716797,
16,0.13407049498610954,0.001027822494506836, 0.11649486393041393,0.001027822494506836,
12,0.12132809407420116,0.0008516311645507812, 0.11374812514916524,0.0008516311645507812,
13,0.13306187982721254,0.0009915828704833984, 0.11704647132107966,0.0009915828704833984,
15,0.13600654159702755,0.0009515285491943359, 0.11451215049479492,0.0009515285491943359,
13,0.13010536549108753,0.001062154769897461, 0.11704647132107966,0.001062154769897461,
15,0.13995981852573958,0.0009102821350097656, 0.11451215049479498,0.0009102821350097656,
13,0.12943869049788678,0.0009224414825439453, 0.11704647132107966,0.0009224414825439453,
14,0.1348729009806023,0.0009701251983642578, 0.11767758861535028,0.0009701251983642578,
16,0.13316434717466683,0.001131296157836914, 0.11649486393041389,0.001131296157836914,
14,0.1332072967966719,0.0009222030639648438, 0.11767758861535024,0.0009222030639648438,
16,0.1298576086211234,0.0008909702301025391, 0.11649486393041387,0.0008909702301025391,
14,0.07877228314328019,0.0009312629699707031, 0.11767758861535026,0.0009312629699707031,
15,0.14094689515015926,0.0011856555938720703, 0.11451215049479498,0.0011856555938720703,
15,0.13307742835506006,0.0012433528900146484, 0.11451215049479495,0.0012433528900146484,
15,0.13361066639206096,0.0011174678802490234, 0.11451215049479495,0.0011174678802490234,
16,0.13671259769764535,0.0010335445404052734, 0.11649486393041389,0.0010335445404052734,
16,0.1337405348336728,0.001222372055053711, 0.11649486393041385,0.001222372055053711,
16,0.1332191493629819,0.0010902881622314453, 0.11649486393041387,0.0010902881622314453,
